order_date,order_id,customer_id,segment,channel,region,city,product_category,product_name,units,unit_price,discount_pct,revenue,cost,margin_value,payment_method
2025-01-14,O20242967,C12967,Consumer,Online,AMBA,CABA,Lácteos,Queso Cremoso 500g,14,2.93,0.067,38.27,29.85,8.42,Credit
2024-05-26,O20241172,C10959,SMB,Online,Santa Fe,Santa Fe,Bebidas,Agua 1.5L,12,1.29,0.044,14.8,11.1,3.7,Credit
2024-12-28,O20242833,C11957,SMB,Online,Santa Fe,Santa Fe,Snacks,Barra Cereal,1,3.34,0.032,3.23,2.1,1.13,Debit
2024-04-08,O20240803,C11502,Consumer,Retail,Córdoba,Córdoba,Snacks,Papas Clásicas,14,2.25,0.226,24.38,15.85,8.53,Debit
2025-02-09,O20243190,C11070,Consumer,Retail,AMBA,GBA Sur,Bebidas,Gaseosa Cola,13,1.82,0.082,21.72,16.29,5.43,Cash
2024-04-25,O20240935,C11882,Consumer,Retail,AMBA,GBA Sur,Frutas,Manzana Kg,7,2.52,0.046,16.83,12.12,4.71,Debit
2024-08-10,O20241767,C11521,Consumer,Online,Santa Fe,Santa Fe,Panificados,Medialunas Docena,20,1.12,0.019,21.97,14.72,7.25,Transfer
2025-02-17,O20243244,C13175,Consumer,Online,Mendoza,San Rafael,Bebidas,Jugo Naranja,4,1.5,0.139,5.17,3.88,1.29,Credit
2024-05-15,O20241094,C11430,Consumer,Online,Mendoza,San Rafael,Suplementos,Omega-3,3,31.08,0.157,78.6,43.23,35.37,Wallet
2025-07-05,O20244329,C12250,Enterprise,Retail,Rosario,Rosario,Snacks,Papas Onduladas,7,2.06,0.033,13.94,9.06,4.88,Debit
2024-11-21,O20242552,C11318,Consumer,Retail,Córdoba,Río Cuarto,Verduras,Zanahoria Kg,10,2.04,0.0,20.4,14.28,6.12,Transfer
2024-09-27,O20242155,C11658,SMB,Retail,AMBA,CABA,Snacks,Papas Clásicas,17,1.77,0.054,28.47,18.51,9.96,Cash
2024-06-30,O20241450,C12147,Consumer,Retail,AMBA,CABA,Lácteos,Leche 1L,8,1.34,0.041,10.28,8.02,2.26,Transfer
2024-07-12,O20241544,C11561,SMB,Online,AMBA,GBA Sur,Suplementos,Whey 1kg,14,16.56,0.055,219.09,120.5,98.59,Transfer
2024-09-13,O20242044,C11738,Consumer,Retail,LatAm,Santiago,Panificados,Pan Integral,8,1.71,0.161,11.48,7.69,3.79,Cash
2025-08-08,O20244595,C10258,Consumer,Retail,Mendoza,Godoy Cruz,Verduras,Tomate Kg,18,2.66,0.022,46.83,32.78,14.05,Debit
2025-09-16,O20244901,C11133,Consumer,Online,Santa Fe,Rafaela,Panificados,Pan Integral,7,1.09,0.0,7.63,5.11,2.52,Credit
2024-03-05,O20240528,C12656,Consumer,Online,Córdoba,Río Cuarto,Snacks,Papas Clásicas,6,3.43,0.147,17.55,11.41,6.14,Debit
2025-09-27,O20244980,C11893,Enterprise,Online,Santa Fe,Rafaela,Bebidas,Agua 500ml,18,1.9,0.107,30.54,22.9,7.64,Credit
2024-07-01,O20241459,C12428,Enterprise,Online,LatAm,Montevideo,Bebidas,Gaseosa Cola,8,1.29,0.172,8.54,6.41,2.13,Transfer
2024-08-23,O20241867,C10828,Consumer,Online,LatAm,Asunción,Panificados,Pan Integral,17,1.66,0.112,25.06,16.79,8.27,Wallet
2025-07-16,O20244428,C10688,Consumer,Retail,Santa Fe,Rosario,Panificados,Medialunas Docena,9,2.11,0.129,16.54,11.08,5.46,Cash
2025-06-23,O20244252,C12295,Consumer,Online,Rosario,Rosario,Lácteos,Yogur 1L,19,1.99,0.175,31.19,24.33,6.86,Credit
2025-05-13,O20243913,C13035,Enterprise,Retail,Rosario,Rosario,Suplementos,Multivitamínico,12,17.19,0.081,189.57,104.26,85.31,Transfer
2024-08-23,O20241868,C12981,Enterprise,Retail,Santa Fe,Santa Fe,Panificados,Medialunas Docena,11,1.87,0.063,19.27,12.91,6.36,Transfer
2024-11-04,O20242427,C11631,Consumer,Online,Santa Fe,Rosario,Suplementos,Multivitamínico,6,18.39,0.062,103.5,56.92,46.58,Wallet
2024-05-07,O20241025,C12265,SMB,Online,Santa Fe,Rosario,Lácteos,Yogur 1L,7,2.23,0.078,14.39,11.22,3.17,Credit
2025-02-22,O20243288,C12883,Consumer,Retail,LatAm,Asunción,Panificados,Pan Lacteado,20,1.67,0.108,29.79,19.96,9.83,Transfer
2024-06-18,O20241353,C11555,SMB,Online,Mendoza,Mendoza,Lácteos,Leche 1L,8,1.06,0.055,8.01,6.25,1.76,Credit
2025-04-16,O20243718,C11074,SMB,Online,Mendoza,San Rafael,Suplementos,Multivitamínico,18,18.93,0.104,305.3,167.91,137.39,Credit
2024-10-20,O20242325,C10456,Consumer,Retail,AMBA,GBA Sur,Lácteos,Yogur 1L,5,2.13,0.011,10.53,8.21,2.32,Transfer
2024-08-15,O20241811,C12835,SMB,Retail,Córdoba,Río Cuarto,Lácteos,Yogur 1L,17,2.91,0.107,44.18,34.46,9.72,Credit
2024-07-03,O20241475,C12258,Consumer,Online,AMBA,CABA,Panificados,Pan Integral,13,1.16,0.019,14.79,9.91,4.88,Debit
2025-05-11,O20243898,C12985,Consumer,Online,AMBA,GBA Sur,Suplementos,Whey 1kg,18,20.68,0.07,346.18,190.4,155.78,Transfer
2024-12-18,O20242754,C12202,Consumer,Retail,Córdoba,Villa María,Lácteos,Yogur 1L,7,2.75,0.028,18.71,14.59,4.12,Credit
2024-04-05,O20240777,C11292,Consumer,Wholesale,LatAm,Montevideo,Bebidas,Energética,15,2.14,0.086,29.34,22.0,7.34,Credit
2025-02-16,O20243241,C13381,Enterprise,Retail,AMBA,GBA Sur,Verduras,Lechuga Unidad,11,1.4,0.089,14.03,9.82,4.21,Credit
2024-11-11,O20242475,C10038,Consumer,Retail,LatAm,Santiago,Lácteos,Yogur 1L,7,1.66,0.003,11.59,9.04,2.55,Credit
2024-12-26,O20242813,C11226,Consumer,Online,Mendoza,Mendoza,Verduras,Lechuga Unidad,10,1.47,0.113,13.04,9.13,3.91,Credit
2024-05-11,O20241065,C12879,Consumer,Wholesale,AMBA,GBA Oeste,Panificados,Pan Lacteado,19,1.58,0.004,29.9,20.03,9.87,Transfer
2024-04-04,O20240770,C11602,SMB,Retail,Rosario,Rosario,Suplementos,Whey 1kg,19,30.36,0.085,527.81,290.3,237.51,Transfer
2024-04-01,O20240748,C12856,Consumer,Online,Rosario,Rosario,Bebidas,Jugo Naranja,10,1.07,0.035,10.33,7.75,2.58,Credit
2025-01-31,O20243109,C13458,Consumer,Online,Mendoza,San Rafael,Bebidas,Gaseosa Cola,17,1.5,0.031,24.71,18.53,6.18,Transfer
2025-04-11,O20243672,C13167,SMB,Wholesale,AMBA,GBA Oeste,Snacks,Papas Onduladas,17,2.3,0.039,37.58,24.43,13.15,Credit
2024-05-20,O20241121,C12601,Consumer,Retail,LatAm,Asunción,Panificados,Pan Lacteado,12,1.48,0.056,16.77,11.24,5.53,Debit
2024-03-11,O20240576,C11459,Consumer,Retail,Córdoba,Río Cuarto,Panificados,Pan Lacteado,19,1.28,0.075,22.5,15.07,7.43,Cash
2025-09-09,O20244844,C13389,Consumer,Retail,LatAm,Lima,Panificados,Pan Integral,17,1.6,0.122,23.88,16.0,7.88,Credit
2024-11-26,O20242596,C11313,Consumer,Retail,LatAm,Asunción,Panificados,Pan Integral,8,1.5,0.062,11.26,7.54,3.72,Credit
2025-07-08,O20244354,C10088,SMB,Online,Rosario,Rosario,Bebidas,Agua 1.5L,8,1.51,0.029,11.73,8.8,2.93,Credit
2025-05-29,O20244044,C11345,SMB,Retail,LatAm,Lima,Bebidas,Jugo Naranja,14,1.25,0.087,15.98,11.98,4.0,Cash
2024-02-06,O20240288,C10899,SMB,Online,Mendoza,Godoy Cruz,Verduras,Zanahoria Kg,5,1.57,0.098,7.08,4.96,2.12,Transfer
2024-02-11,O20240332,C13297,Consumer,Retail,LatAm,Asunción,Frutas,Manzana Kg,8,3.05,0.034,23.57,16.97,6.6,Wallet
2025-05-27,O20244026,C10643,Enterprise,Online,Mendoza,San Rafael,Suplementos,Creatina 300g,19,31.22,0.151,503.61,276.99,226.62,Wallet
2025-01-09,O20242926,C10104,Consumer,Online,Córdoba,Villa María,Snacks,Papas Onduladas,14,2.36,0.03,32.05,20.83,11.22,Debit
2025-01-05,O20242892,C12478,Consumer,Retail,Córdoba,Córdoba,Snacks,Papas Onduladas,3,1.98,0.028,5.77,3.75,2.02,Transfer
2024-01-16,O20240115,C10409,SMB,Online,Rosario,Rosario,Bebidas,Energética,2,1.57,0.177,2.58,1.94,0.64,Debit
2024-05-28,O20241187,C13278,Enterprise,Wholesale,Córdoba,Villa María,Suplementos,Creatina 300g,5,17.67,0.054,83.58,45.97,37.61,Cash
2025-02-06,O20243154,C11138,Consumer,Retail,AMBA,GBA Sur,Snacks,Papas Onduladas,6,1.69,0.082,9.31,6.05,3.26,Credit
2024-11-26,O20242594,C13424,SMB,Online,AMBA,GBA Sur,Lácteos,Queso Cremoso 500g,10,1.71,0.087,15.61,12.18,3.43,Credit
2024-04-18,O20240882,C11580,Consumer,Online,AMBA,GBA Oeste,Lácteos,Yogur 1L,6,2.49,0.031,14.48,11.29,3.19,Credit
2025-09-02,O20244780,C12892,Consumer,Retail,Córdoba,Río Cuarto,Verduras,Lechuga Unidad,4,1.27,0.066,4.74,3.32,1.42,Credit
2025-07-06,O20244342,C11816,SMB,Online,LatAm,Santiago,Lácteos,Queso Cremoso 500g,7,1.67,0.019,11.47,8.95,2.52,Credit
2025-02-08,O20243180,C12713,Consumer,Online,AMBA,GBA Sur,Suplementos,Omega-3,16,34.33,0.164,459.2,252.56,206.64,Credit
2025-08-09,O20244603,C10719,Consumer,Wholesale,Mendoza,Mendoza,Panificados,Pan Integral,4,1.59,0.25,4.77,3.2,1.57,Cash
2025-01-23,O20243045,C11702,Enterprise,Online,AMBA,GBA Oeste,Verduras,Lechuga Unidad,2,1.89,0.082,3.47,2.43,1.04,Transfer
2024-01-20,O20240152,C11609,Consumer,Retail,LatAm,Lima,Bebidas,Agua 500ml,2,1.37,0.12,2.41,1.81,0.6,Debit
2025-02-21,O20243276,C13075,Consumer,Online,Mendoza,Godoy Cruz,Verduras,Cebolla Kg,12,2.5,0.086,27.42,19.19,8.23,Wallet
2024-02-07,O20240298,C11008,Consumer,Online,AMBA,GBA Norte,Bebidas,Agua 500ml,12,1.42,0.026,16.6,12.45,4.15,Cash
2025-01-14,O20242964,C11386,Consumer,Online,AMBA,GBA Sur,Frutas,Naranja Kg,13,1.77,0.031,22.3,16.06,6.24,Cash
2024-03-10,O20240569,C13394,Consumer,Online,Mendoza,Mendoza,Frutas,Banana Kg,7,1.58,0.148,9.42,6.78,2.64,Credit
2024-12-16,O20242746,C10891,SMB,Retail,AMBA,GBA Sur,Snacks,Mix Frutos Secos,6,3.46,0.081,19.08,12.4,6.68,Credit
2024-05-27,O20241179,C11481,Enterprise,Retail,Córdoba,Córdoba,Bebidas,Gaseosa Cola,6,1.85,0.103,9.96,7.47,2.49,Transfer
2024-08-11,O20241775,C11009,Consumer,Online,Santa Fe,Santa Fe,Bebidas,Energética,18,1.05,0.063,17.71,13.28,4.43,Cash
2025-02-06,O20243160,C12755,SMB,Retail,AMBA,GBA Norte,Snacks,Papas Onduladas,16,3.03,0.0,48.48,31.51,16.97,Credit
2024-09-26,O20242147,C11097,Consumer,Online,Rosario,Rosario,Lácteos,Leche 1L,6,2.79,0.076,15.47,12.07,3.4,Wallet
2024-06-22,O20241390,C10514,SMB,Online,LatAm,Montevideo,Lácteos,Leche 1L,4,1.54,0.118,5.43,4.24,1.19,Credit
2025-06-24,O20244258,C12750,Consumer,Online,Mendoza,Godoy Cruz,Frutas,Naranja Kg,7,2.64,0.063,17.32,12.47,4.85,Credit
2024-08-13,O20241783,C13401,Consumer,Online,Santa Fe,Santa Fe,Panificados,Medialunas Docena,7,1.23,0.084,7.89,5.29,2.6,Debit
2025-04-24,O20243768,C11543,Consumer,Online,LatAm,Lima,Panificados,Pan Integral,1,2.08,0.163,1.74,1.17,0.57,Credit
2024-09-09,O20241999,C13015,SMB,Online,Santa Fe,Rafaela,Bebidas,Jugo Naranja,10,1.0,0.0,10.0,7.5,2.5,Wallet
2025-01-01,O20242859,C10023,SMB,Retail,AMBA,GBA Sur,Suplementos,Multivitamínico,7,15.09,0.158,88.94,48.92,40.02,Cash
2024-08-02,O20241693,C11366,Consumer,Online,AMBA,GBA Sur,Suplementos,Whey 1kg,3,32.82,0.025,96.0,52.8,43.2,Transfer
2024-05-23,O20241144,C10564,SMB,Retail,Mendoza,Mendoza,Bebidas,Agua 500ml,9,1.19,0.003,10.68,8.01,2.67,Cash
2025-09-11,O20244863,C11319,Consumer,Wholesale,Rosario,Rosario,Snacks,Papas Clásicas,20,1.83,0.148,31.18,20.27,10.91,Debit
2024-03-14,O20240595,C10702,Consumer,Retail,AMBA,GBA Norte,Lácteos,Queso Cremoso 500g,5,2.7,0.146,11.53,8.99,2.54,Debit
2024-12-23,O20242798,C10712,SMB,Online,Córdoba,Río Cuarto,Bebidas,Agua 500ml,8,1.87,0.0,14.96,11.22,3.74,Transfer
2024-10-29,O20242382,C13057,Consumer,Online,LatAm,Lima,Verduras,Lechuga Unidad,17,2.71,0.151,39.11,27.38,11.73,Debit
2025-06-24,O20244255,C10066,SMB,Online,Santa Fe,Santa Fe,Lácteos,Leche 1L,19,1.57,0.086,27.26,21.26,6.0,Cash
2024-06-06,O20241255,C10180,SMB,Online,Rosario,Rosario,Suplementos,Multivitamínico,13,14.63,0.117,167.94,92.37,75.57,Debit
2024-12-21,O20242785,C13057,Consumer,Online,AMBA,GBA Oeste,Bebidas,Jugo Naranja,13,1.22,0.143,13.59,10.19,3.4,Cash
2024-07-30,O20241673,C12773,SMB,Retail,LatAm,Asunción,Frutas,Uva Kg,3,2.45,0.021,7.2,5.18,2.02,Credit
2024-09-18,O20242081,C13174,Enterprise,Wholesale,AMBA,GBA Norte,Suplementos,Multivitamínico,11,21.73,0.043,228.75,125.81,102.94,Credit
2025-07-14,O20244414,C10272,SMB,Retail,AMBA,CABA,Frutas,Banana Kg,18,2.36,0.062,39.85,28.69,11.16,Cash
2024-11-12,O20242481,C11127,Consumer,Retail,Córdoba,Río Cuarto,Frutas,Uva Kg,10,1.8,0.08,16.56,11.92,4.64,Credit
2024-10-23,O20242347,C10462,Consumer,Online,Rosario,Rosario,Verduras,Cebolla Kg,16,2.54,0.094,36.82,25.77,11.05,Cash
2025-09-12,O20244872,C12538,Consumer,Online,Mendoza,Godoy Cruz,Suplementos,Whey 1kg,2,28.82,0.25,43.23,23.78,19.45,Cash
2025-09-01,O20244779,C12793,Consumer,Online,AMBA,GBA Oeste,Lácteos,Queso Cremoso 500g,12,2.54,0.067,28.44,22.18,6.26,Debit
2024-05-20,O20241123,C10675,Consumer,Online,Córdoba,Río Cuarto,Verduras,Tomate Kg,6,1.84,0.018,10.84,7.59,3.25,Credit
2025-03-23,O20243534,C13489,Consumer,Online,LatAm,Montevideo,Panificados,Pan Lacteado,17,1.83,0.237,23.74,15.91,7.83,Debit
2024-10-13,O20242271,C10368,Consumer,Online,Córdoba,Río Cuarto,Panificados,Pan Lacteado,4,1.37,0.117,4.84,3.24,1.6,Credit
2025-03-01,O20243352,C11312,Consumer,Online,Rosario,Rosario,Lácteos,Queso Cremoso 500g,16,3.0,0.047,45.74,35.68,10.06,Credit
2024-11-21,O20242554,C10688,SMB,Retail,Santa Fe,Santa Fe,Panificados,Pan Lacteado,19,1.51,0.045,27.4,18.36,9.04,Transfer
2024-06-12,O20241308,C10505,SMB,Online,LatAm,Lima,Lácteos,Yogur 1L,14,2.16,0.049,28.76,22.43,6.33,Cash
2025-02-14,O20243223,C10381,SMB,Retail,AMBA,CABA,Snacks,Papas Clásicas,1,2.6,0.067,2.43,1.58,0.85,Cash
2025-03-20,O20243522,C11230,Consumer,Retail,Rosario,Rosario,Snacks,Papas Clásicas,12,2.63,0.053,29.89,19.43,10.46,Debit
2025-01-28,O20243085,C12170,SMB,Wholesale,Mendoza,San Rafael,Suplementos,Creatina 300g,2,26.24,0.103,47.07,25.89,21.18,Debit
2025-05-03,O20243845,C10997,Consumer,Retail,LatAm,Asunción,Panificados,Pan Integral,10,2.14,0.039,20.57,13.78,6.79,Transfer
2025-08-21,O20244687,C11212,Consumer,Wholesale,Mendoza,Mendoza,Frutas,Banana Kg,13,1.46,0.046,18.11,13.04,5.07,Cash
2025-08-06,O20244589,C11436,Consumer,Retail,Córdoba,Villa María,Suplementos,Omega-3,3,22.77,0.0,68.31,37.57,30.74,Credit
2024-05-05,O20241014,C12723,SMB,Wholesale,LatAm,Asunción,Verduras,Lechuga Unidad,9,2.64,0.017,23.36,16.35,7.01,Debit
2024-07-28,O20241665,C11779,Consumer,Wholesale,LatAm,Santiago,Verduras,Lechuga Unidad,11,1.8,0.135,17.13,11.99,5.14,Credit
2024-08-14,O20241800,C12829,SMB,Online,Córdoba,Río Cuarto,Verduras,Lechuga Unidad,9,2.12,0.101,17.15,12.01,5.14,Credit
2024-12-13,O20242720,C10750,SMB,Online,Mendoza,Mendoza,Panificados,Pan Lacteado,10,1.94,0.17,16.1,10.79,5.31,Cash
2025-04-30,O20243816,C11648,Consumer,Online,Córdoba,Villa María,Panificados,Pan Integral,20,1.38,0.0,27.6,18.49,9.11,Credit
2024-11-18,O20242536,C11810,Consumer,Retail,LatAm,Asunción,Bebidas,Gaseosa Cola,13,1.11,0.18,11.83,8.87,2.96,Wallet
2025-07-07,O20244346,C10274,SMB,Retail,LatAm,Montevideo,Bebidas,Gaseosa Cola,15,1.88,0.038,27.13,20.35,6.78,Credit
2025-05-30,O20244056,C11025,Consumer,Online,Santa Fe,Santa Fe,Verduras,Zanahoria Kg,5,2.22,0.0,11.1,7.77,3.33,Credit
2025-06-05,O20244098,C10122,Consumer,Online,LatAm,Asunción,Suplementos,Omega-3,1,27.0,0.091,24.54,13.5,11.04,Debit
2025-01-03,O20242873,C10946,Enterprise,Online,Córdoba,Río Cuarto,Bebidas,Gaseosa Cola,4,1.39,0.021,5.44,4.08,1.36,Debit
2025-01-17,O20243000,C10567,Consumer,Online,Córdoba,Córdoba,Suplementos,Omega-3,13,22.03,0.056,270.35,148.69,121.66,Credit
2024-08-05,O20241715,C13457,SMB,Retail,AMBA,CABA,Bebidas,Agua 1.5L,7,1.92,0.066,12.55,9.41,3.14,Cash
2024-08-05,O20241717,C12975,Consumer,Retail,Córdoba,Río Cuarto,Bebidas,Agua 500ml,5,1.62,0.0,8.1,6.08,2.02,Credit
2024-04-12,O20240822,C12817,Consumer,Online,AMBA,CABA,Panificados,Medialunas Docena,13,1.1,0.109,12.74,8.54,4.2,Transfer
2024-04-03,O20240761,C12603,Consumer,Retail,Mendoza,Godoy Cruz,Verduras,Zanahoria Kg,10,1.3,0.107,11.61,8.13,3.48,Credit
2024-09-19,O20242087,C10737,Consumer,Online,Córdoba,Córdoba,Frutas,Banana Kg,5,2.92,0.164,12.21,8.79,3.42,Credit
2025-03-04,O20243381,C11587,Consumer,Online,LatAm,Santiago,Panificados,Medialunas Docena,8,1.42,0.105,10.17,6.81,3.36,Wallet
2024-11-27,O20242611,C10705,SMB,Online,LatAm,Montevideo,Lácteos,Leche 1L,3,2.39,0.056,6.77,5.28,1.49,Wallet
2024-08-04,O20241708,C11043,Consumer,Retail,AMBA,CABA,Bebidas,Jugo Naranja,10,2.19,0.108,19.53,14.65,4.88,Transfer
2025-09-09,O20244839,C13157,SMB,Retail,Córdoba,Villa María,Verduras,Lechuga Unidad,17,1.44,0.123,21.47,15.03,6.44,Credit
2025-02-13,O20243220,C12486,SMB,Retail,LatAm,Santiago,Bebidas,Energética,5,1.64,0.09,7.46,5.6,1.86,Debit
2024-09-03,O20241952,C12971,Enterprise,Online,AMBA,CABA,Snacks,Papas Clásicas,1,2.23,0.01,2.21,1.44,0.77,Credit
2025-04-10,O20243662,C10697,Consumer,Online,Córdoba,Villa María,Lácteos,Leche 1L,12,1.5,0.051,17.08,13.32,3.76,Transfer
2025-04-23,O20243763,C12946,Consumer,Retail,AMBA,GBA Oeste,Lácteos,Yogur 1L,5,1.45,0.073,6.72,5.24,1.48,Credit
2025-06-14,O20244183,C11494,Enterprise,Retail,LatAm,Asunción,Panificados,Pan Lacteado,8,1.27,0.043,9.72,6.51,3.21,Transfer
2024-02-24,O20240463,C12715,SMB,Online,AMBA,GBA Norte,Panificados,Pan Lacteado,18,1.8,0.077,29.91,20.04,9.87,Credit
2024-12-04,O20242646,C12577,Enterprise,Retail,Mendoza,Mendoza,Bebidas,Energética,3,1.31,0.146,3.36,2.52,0.84,Cash
2025-08-14,O20244627,C11339,SMB,Retail,Córdoba,Villa María,Panificados,Pan Integral,15,1.73,0.049,24.68,16.54,8.14,Debit
2024-11-07,O20242448,C11881,SMB,Online,Rosario,Rosario,Panificados,Pan Integral,19,1.61,0.111,27.19,18.22,8.97,Transfer
2025-06-26,O20244273,C11486,Consumer,Online,Mendoza,San Rafael,Lácteos,Yogur 1L,11,1.61,0.056,16.72,13.04,3.68,Debit
2025-05-24,O20243992,C13486,Enterprise,Retail,AMBA,GBA Norte,Verduras,Cebolla Kg,15,1.61,0.078,22.27,15.59,6.68,Cash
2024-12-02,O20242641,C12502,Consumer,Retail,AMBA,GBA Norte,Lácteos,Leche 1L,8,1.83,0.17,12.15,9.48,2.67,Debit
2025-06-16,O20244199,C13338,SMB,Retail,Rosario,Rosario,Panificados,Pan Lacteado,5,1.15,0.064,5.38,3.6,1.78,Credit
2025-09-12,O20244870,C11255,Consumer,Wholesale,Rosario,Rosario,Panificados,Pan Lacteado,13,2.07,0.015,26.51,17.76,8.75,Transfer
2025-06-25,O20244260,C12540,Consumer,Retail,AMBA,GBA Oeste,Verduras,Zanahoria Kg,12,2.07,0.05,23.6,16.52,7.08,Credit
2024-02-26,O20240477,C10061,Consumer,Online,Santa Fe,Rafaela,Frutas,Naranja Kg,3,1.42,0.029,4.14,2.98,1.16,Wallet
2025-05-14,O20243923,C10055,Consumer,Retail,Rosario,Rosario,Bebidas,Agua 1.5L,13,1.57,0.034,19.72,14.79,4.93,Credit
2024-02-15,O20240379,C13134,Consumer,Online,Santa Fe,Rosario,Lácteos,Yogur 1L,8,1.12,0.085,8.2,6.4,1.8,Credit
2025-02-25,O20243314,C11736,SMB,Online,LatAm,Santiago,Bebidas,Energética,14,2.06,0.015,28.41,21.31,7.1,Cash
2024-04-25,O20240934,C13260,SMB,Retail,AMBA,GBA Sur,Suplementos,Omega-3,15,14.52,0.055,205.82,113.2,92.62,Wallet
2024-12-21,O20242779,C12595,Consumer,Online,Córdoba,Córdoba,Panificados,Pan Integral,16,1.99,0.023,31.11,20.84,10.27,Cash
2024-10-09,O20242244,C12320,Consumer,Retail,AMBA,GBA Oeste,Bebidas,Agua 1.5L,4,1.37,0.089,4.99,3.74,1.25,Cash
2024-05-15,O20241088,C13155,SMB,Online,AMBA,GBA Norte,Suplementos,Omega-3,5,31.25,0.11,139.06,76.48,62.58,Cash
2024-06-14,O20241325,C12509,Consumer,Online,LatAm,Lima,Frutas,Naranja Kg,14,2.04,0.072,26.5,19.08,7.42,Wallet
2025-07-23,O20244478,C10376,Enterprise,Online,Córdoba,Córdoba,Snacks,Barra Cereal,9,2.03,0.114,16.19,10.52,5.67,Cash
2024-01-20,O20240148,C11995,Consumer,Wholesale,Mendoza,Mendoza,Frutas,Manzana Kg,17,1.59,0.0,27.03,19.46,7.57,Debit
2024-02-13,O20240352,C11706,Consumer,Online,Córdoba,Villa María,Verduras,Lechuga Unidad,9,1.64,0.106,13.2,9.24,3.96,Credit
2025-07-19,O20244450,C11254,Consumer,Retail,Córdoba,Río Cuarto,Verduras,Tomate Kg,13,2.03,0.022,25.81,18.07,7.74,Wallet
2025-08-03,O20244562,C11443,Consumer,Online,Rosario,Rosario,Suplementos,Whey 1kg,6,16.41,0.135,85.17,46.84,38.33,Transfer
2024-09-19,O20242091,C13163,Enterprise,Online,Santa Fe,Santa Fe,Snacks,Papas Onduladas,4,1.64,0.06,6.17,4.01,2.16,Cash
2025-04-14,O20243698,C10865,Consumer,Online,LatAm,Santiago,Bebidas,Jugo Naranja,2,2.04,0.047,3.89,2.92,0.97,Credit
2024-01-26,O20240204,C11624,Consumer,Wholesale,Rosario,Rosario,Lácteos,Queso Cremoso 500g,8,1.52,0.009,12.05,9.4,2.65,Credit
2024-09-04,O20241963,C12165,SMB,Online,AMBA,GBA Oeste,Suplementos,Whey 1kg,5,24.28,0.099,109.38,60.16,49.22,Credit
2025-02-15,O20243231,C10449,SMB,Retail,Rosario,Rosario,Snacks,Mix Frutos Secos,11,1.91,0.142,18.03,11.72,6.31,Debit
2024-12-14,O20242725,C10994,Consumer,Online,AMBA,GBA Sur,Snacks,Papas Clásicas,6,1.92,0.107,10.29,6.69,3.6,Wallet
2024-07-15,O20241564,C10897,Consumer,Online,AMBA,GBA Oeste,Panificados,Pan Lacteado,18,2.08,0.008,37.14,24.88,12.26,Cash
2024-02-15,O20240380,C11656,Consumer,Online,LatAm,Montevideo,Bebidas,Gaseosa Cola,7,1.21,0.077,7.82,5.86,1.96,Credit
2024-09-04,O20241957,C11162,Consumer,Wholesale,Córdoba,Río Cuarto,Verduras,Zanahoria Kg,2,2.01,0.0,4.02,2.81,1.21,Transfer
2024-05-20,O20241127,C12881,Consumer,Online,AMBA,CABA,Snacks,Mix Frutos Secos,10,1.67,0.02,16.37,10.64,5.73,Credit
2024-12-11,O20242695,C11755,SMB,Retail,LatAm,Asunción,Suplementos,Omega-3,9,14.22,0.065,119.66,65.81,53.85,Transfer
2025-01-02,O20242865,C12711,Consumer,Online,LatAm,Montevideo,Snacks,Mix Frutos Secos,11,2.28,0.077,23.15,15.05,8.1,Transfer
2025-02-28,O20243341,C13087,Consumer,Wholesale,Mendoza,Mendoza,Frutas,Manzana Kg,12,1.8,0.09,19.66,14.16,5.5,Debit
2024-03-03,O20240517,C12744,Consumer,Retail,AMBA,GBA Sur,Snacks,Papas Onduladas,14,1.91,0.077,24.68,16.04,8.64,Cash
2024-01-08,O20240061,C10865,Consumer,Online,AMBA,CABA,Bebidas,Agua 1.5L,9,1.91,0.084,15.75,11.81,3.94,Cash
2024-03-30,O20240730,C12180,Consumer,Online,LatAm,Asunción,Verduras,Lechuga Unidad,8,1.39,0.065,10.4,7.28,3.12,Debit
2025-06-29,O20244285,C12613,Consumer,Online,AMBA,GBA Oeste,Frutas,Uva Kg,20,1.63,0.056,30.77,22.15,8.62,Debit
2025-07-27,O20244518,C12305,Consumer,Online,Rosario,Rosario,Verduras,Lechuga Unidad,13,1.99,0.014,25.51,17.86,7.65,Credit
2025-01-20,O20243023,C11443,SMB,Online,Córdoba,Córdoba,Lácteos,Queso Cremoso 500g,10,2.89,0.039,27.77,21.66,6.11,Wallet
2024-03-30,O20240738,C12497,SMB,Retail,LatAm,Santiago,Lácteos,Leche 1L,13,1.8,0.0,23.4,18.25,5.15,Wallet
2025-07-09,O20244362,C11873,Consumer,Retail,AMBA,CABA,Frutas,Naranja Kg,19,1.53,0.116,25.7,18.5,7.2,Credit
2024-03-26,O20240704,C11027,SMB,Retail,Córdoba,Villa María,Bebidas,Agua 500ml,8,1.07,0.028,8.32,6.24,2.08,Transfer
2024-08-12,O20241781,C13279,Consumer,Retail,Córdoba,Córdoba,Panificados,Medialunas Docena,19,1.59,0.068,28.16,18.87,9.29,Debit
2025-08-03,O20244569,C10768,SMB,Online,Santa Fe,Rafaela,Panificados,Pan Lacteado,9,1.5,0.119,11.89,7.97,3.92,Cash
